Origin_DH,Origin_Code,Dest_DH,Dest_Code,Distance_km,Time_mins
BLR-Kogilu Road,BLR154S,BLR-Hegganahalli,BLR264S,23.90763585,33.21241666666667
BLR-Kogilu Road,BLR154S,BLR-BANNERGHATTA,BLR056S,32.034891,42.649125000000005
BLR-Tippenahalli,BLR311S,BLR-Nehru Nagar,BLR155S,21.12036885,29.323625
BLR-Tippenahalli,BLR311S,BLR-Mico layout network-2,BLR102S,27.298890150000002,39.85491666666667
BLR-Kogilu Road,BLR154S,BLR-RICHMOND TOWN,BLR077S,18.911140500000002,27.888270833333337
BLR-Kogilu Road,BLR154S,BLR-DRY-MH-SUMADHURA,MH_CODE,36.8053413,47.59462499999999
BLR-Narayanapura,BLR026S,BLR-Richmond Town Network,BLR296S,15.9386556,25.78814583333333
BLR-Tippenahalli,BLR311S,BLR-Yelahanka Network,BLR120S,21.1557192,28.927958333333336
BLR-Tippenahalli,BLR311S,BLR-Hegganahalli,BLR264S,4.3966377,8.466166666666666
BLR-Narayanapura,BLR026S,BLR-Jakkur New,BLR230S,5.74401555,8.437458333333334
BLR-Narayanapura,BLR026S,BLR-Yelahanka Network,BLR120S,15.8383491,20.8749375
BLR-Tippenahalli,BLR311S,BLR-HBR Layout,BLR022S,19.230912749999998,27.578666666666667
BLR-Kogilu Road,BLR154S,BLR-Siddapura,BLR224S,28.925438850000003,38.77466666666667
BLR-Narayanapura,BLR026S,BLR-Margosa road,BLR139S,15.5978991,22.006770833333334
BLR-Kogilu Road,BLR154S,BLR-Dasarahalli,BLR131S,10.97664855,14.508833333333333
BLR-Kogilu Road,BLR154S,BLR-Banashankari New,BLR041S,27.120159150000003,36.49104166666667
BLR-Narayanapura,BLR026S,BLR-Ramamurthy Nagar Network,BLR071S,8.1288753,13.049729166666665
BLR-Kogilu Road,BLR154S,BLR-Jayanagar 9th block,BLR307S,25.79173065,35.154520833333336
BLR-Tippenahalli,BLR311S,BLR-Banashankari New,BLR041S,18.494428050000003,23.85129166666667
BLR-Narayanapura,BLR026S,BLR-Jakkur Network,BLR058S,4.81986015,7.152395833333333
BLR-Tippenahalli,BLR311S,BLR-Nagavara,BLR200S,18.27015015,26.571854166666668
BLR-Narayanapura,BLR026S,BLR-Challakere,BLR123S,5.5290984,9.707041666666667
BLR-Kogilu Road,BLR154S,BLR-Kannamangala,BLR014S,22.599168900000002,33.171875
BLR-Kogilu Road,BLR154S,BLR-Marathahalli New,BLR055S,28.34015205,38.3483125
BLR-Kogilu Road,BLR154S,BLR-Nagavara,BLR200S,9.28243155,12.255020833333335
BLR-Narayanapura,BLR026S,BLR-Banjara Layout,BLR150S,6.333642,10.6288125
BLR-Tippenahalli,BLR311S,BLR-Singapura,BLR128S,13.39786245,17.877604166666668
BLR-JC Nagar,BLR127S,BLR-Kogilu Road,BLR154S,22.170429750000004,29.589083333333335
BLR-Bannerghatta Network 2,BLR061S,BLR-Yelahanka Network,BLR120S,38.6576547,51.2605
BLR-Kogilu Road,BLR154S,BLR-Challakere,BLR123S,11.3931573,15.262291666666668
BLR-Narayanapura,BLR026S,BLR-BROOKEFIELD,BLR086S,17.1954447,24.508229166666666
BLR-Kogilu Road,BLR154S,BLR-Chickpet New,BLR175S,21.68056695,29.4101875
BLR-Kogilu Road,BLR154S,BLR-Cholayanakanalli,BLR212S,13.735386,17.881791666666665
BLR-Kogilu Road,BLR154S,BLR-VIJAY NAGAR,BLR031S,25.04548935,32.37714583333333
BLR-Kogilu Road,BLR154S,BLR-GUNJUR Network,BLR017S,31.07600055,42.13250000000001
BLR-Tippenahalli,BLR311S,BLR-Kalyan Nagar Network,BLR059S,20.86627515,29.288124999999997
BLR-Narayanapura,BLR026S,BLR-HBR Layout,BLR022S,5.90277345,7.704395833333333
BLR-Tippenahalli,BLR311S,BLR-Devanahalli,BLR149S,42.8534232,53.809354166666665
BLR-JC Nagar,BLR127S,BLR-Sanjaynagar,BLR190S,9.55350795,14.851708333333333
BLR-Tippenahalli,BLR311S,BLR-Jakkur Network,BLR058S,20.3109627,29.734583333333333
BLR-Kogilu Road,BLR154S,BLR-HBR Layout,BLR022S,8.6926686,10.961354166666666
BLR-Tippenahalli,BLR311S,BLR-Doddathoguru,BLR306S,36.054338249999994,49.23104166666667
BLR-Tippenahalli,BLR311S,BLR-Marathahalli-3,BLR103S,32.7441807,45.89079166666667
BLR-Narayanapura,BLR026S,BLR-Malleshwaram new,BLR045S,18.29583315,25.8840625
BLR-Nikoo Home New,BLR119S,BLR-JC Nagar,BLR127S,21.8371104,30.113083333333336
BLR-Narayanapura,BLR026S,BLR-Dasarahalli,BLR131S,8.18675235,11.251875
BLR-Tippenahalli,BLR311S,BLR-Varthur,BLR313S,38.1463194,53.329145833333335
BLR-Narayanapura,BLR026S,BLR-Singapura,BLR128S,17.866807350000002,25.61525
BLR-JC Nagar,BLR127S,BLR-GUNJUR Network,BLR017S,29.264027100000003,40.18852083333333
BLR-Narayanapura,BLR026S,BLR-TC Palaya,BLR220S,9.07891635,13.619895833333333
BLR-Narayanapura,BLR026S,BLR-KALYAN NAGAR NEW,BLR034S,8.226292200000001,12.83425
BLR-Narayanapura,BLR026S,BLR-Marathahalli New,BLR055S,23.229787350000002,32.250145833333335
BLR-Kogilu Road,BLR154S,BLR-Nikoo Home New,BLR119S,4.0507992,6.110541666666666
BLR-Narayanapura,BLR026S,BLR-RWF Yelahanka,BLR187S,11.813619300000003,16.367583333333332
BLR-Kogilu Road,BLR154S,BLR-HEBBAL NEW,BLR033S,10.6387344,14.253895833333335
BLR-Nikoo Home New,BLR119S,BLR-RAMAMURTHY NAGAR NEW,BLR075S,10.71044625,15.114062500000001
BLR-Tippenahalli,BLR311S,BLR-HSR Layout New,BLR094S,28.1585745,40.9211875
BLR-Kogilu Road,BLR154S,BLR-Yelahanka Network,BLR120S,11.150142150000002,14.032041666666666
BLR-Kogilu Road,BLR154S,BLR-Richmond Town Network,BLR296S,20.51829255,30.973208333333332
BLR-Narayanapura,BLR026S,BLR-Marathahalli-3,BLR103S,22.42020795,32.219854166666664
BLR-Narayanapura,BLR026S,BLR-Yallapa Garden,BLR125S,19.57767945,27.462270833333335
BLR-Narayanapura,BLR026S,BLR-Hennur New,BLR229S,3.63799485,6.267270833333334
BLR-Narayanapura,BLR026S,BLR-Abbigere,BLR151S,19.58357205,27.78933333333333
BLR-Kogilu Road,BLR154S,BLR-Ramamurthy Nagar Network,BLR071S,13.31193885,18.297291666666666
BLR-Tippenahalli,BLR311S,BLR-Shivaji nagar New,BLR275S,17.44962345,25.438791666666667
BLR-Narayanapura,BLR026S,BLR-Doddathoguru,BLR306S,21.0718158,28.8885
BLR-Narayanapura,BLR026S,BLR-Electronic City New,BLR099S,34.400194500000005,47.86804166666666
BLR-Kogilu Road,BLR154S,BLR-Devanahalli,BLR149S,26.328569400000003,30.80485416666667
BLR-Narayanapura,BLR026S,BLR-Seegehalli,BLR238S,13.486456200000001,19.1744375
BLR-Narayanapura,BLR026S,BLR-Sanjaynagar,BLR190S,13.0418043,20.0284375
BLR-Narayanapura,BLR026S,BLR-BASAVANAPURA NETWORK 2,BLR104S,10.4661228,14.577458333333333
BLR-Narayanapura,BLR026S,BLR-Bannerghatta Network 2,BLR061S,29.11091085,42.63489583333333
BLR-Kogilu Road,BLR154S,BLR-Yallapa Garden,BLR125S,22.633827300000004,30.032958333333333
BLR-Nikoo Home New,BLR119S,BLR-Hegganahalli,BLR264S,23.700004650000004,35.8383125
BLR-Narayanapura,BLR026S,BLR-Dooravani Nagar,BLR227S,9.6155409,14.960500000000001
BLR-Kogilu Road,BLR154S,BLR-JC Nagar,BLR127S,21.899537100000003,29.4385625
BLR-Kogilu Road,BLR154S,BLR-BTM LAYOUT NEW,BLR036S,26.262951750000003,35.568312500000005
BLR-Narayanapura,BLR026S,BLR-Bagalur,BLR105S,9.39133755,11.955145833333333
BLR-Tippenahalli,BLR311S,BLR-Nagdevanahalli,FB_CODE,14.552280750000001,21.379041666666666
BLR-Nikoo Home New,BLR119S,BLR-Marathahalli New,BLR055S,26.379721200000002,36.652770833333335
BLR-Tippenahalli,BLR311S,BLR-BASAVANAPURA NETWORK 2,BLR104S,29.6326086,43.0913125
BLR-Kogilu Road,BLR154S,BLR-Jakkur Network,BLR058S,7.6097563500000005,10.409354166666667
BLR-Kogilu Road,BLR154S,BLR-Whitefield New,BLR262S,28.5933921,38.40622916666667
BLR-Narayanapura,BLR026S,BLR-Belathur,BLR189S,17.66844555,26.174979166666667
BLR-Narayanapura,BLR026S,BLR-Siddapura,BLR224S,23.81507415,32.676500000000004
BLR-Narayanapura,BLR026S,BLR-DRY-MH-SUMADHURA,MH_CODE,33.65466405,40.88514583333334
BLR-Narayanapura,BLR026S,BLR - Bhadrappa Layout,BLR042S,10.976156099999999,15.595416666666665
BLR-Narayanapura,BLR026S,BLR-Murugeshpalya,BLR315S,17.21279805,24.767062499999998
BLR-Tippenahalli,BLR311S,BLR-Bannerghatta Network 2,BLR061S,40.8339918,41.72570833333333
BLR-Kogilu Road,BLR154S,BLR-Shivaji nagar New,BLR275S,15.4080192,19.94064583333333
BLR-Narayanapura,BLR026S,BLR-JP Nagar Network,BLR013S,23.8021707,31.853104166666668
BLR-Nikoo Home New,BLR119S,BLR-Banjara Layout,BLR150S,9.289358400000001,15.339875000000001
BLR-Nikoo Home New,BLR119S,BLR-TC Palaya,BLR220S,12.228849149999999,18.02252083333333
BLR-Kogilu Road,BLR154S,BLR-GUNJUR,BLR087S,33.47616825,44.10491666666666
BLR-Nikoo Home New,BLR119S,BLR-Narayanapura Network,BLR122S,3.93373575,5.7199374999999995
BLR-Narayanapura,BLR026S,BLR-Narayanapura Network,BLR122S,2.6174284500000002,3.6128958333333334
BLR-Kogilu Road,BLR154S,BLR-TC Palaya,BLR220S,15.62022525,21.697583333333334
BLR-Nikoo Home New,BLR119S,BLR-Mico layout network-2,BLR102S,27.6950058,38.06608333333333
BLR-Narayanapura,BLR026S,BLR-Kogilu Road,BLR154S,6.723924900000001,8.823333333333332
BLR-Narayanapura,BLR026S,BLR-Goraguntepalya,BLR199S,17.809538250000003,27.094916666666666
BLR-Tippenahalli,BLR311S,BLR-Brookfield Network-2,BLR129S,31.8359706,44.26677083333334
BLR-Narayanapura,BLR026S,BLR-Kannika Nagar,BLR116S,40.88885220000001,54.92995833333333
BLR-Kogilu Road,BLR154S,BLR-Aswath Nagar,BLR304S,25.943681400000003,35.5883125
BLR-Bannerghatta Network 2,BLR061S,BLR-HEBBAL NEW,BLR033S,24.900634500000002,36.13975
BLR-Narayanapura,BLR026S,BLR-JC Nagar,BLR127S,20.5208031,28.006041666666665
BLR-Nikoo Home New,BLR119S,BLR-Sattava East,BLR137S,18.227709150000003,25.862083333333334
BLR-Nikoo Home New,BLR119S,BLR-HEBBAL NEW,BLR033S,9.1651455,13.103979166666665
BLR-Tippenahalli,BLR311S,BLR-Kasturinagar,BLR177S,24.9247782,35.142583333333334
BLR-Nikoo Home New,BLR119S,BLR-JP Nagar Network,BLR013S,26.640117,35.1823125
BLR-Kogilu Road,BLR154S,BLR-Doddathoguru,BLR306S,27.11851065,36.67491666666667
BLR-Nikoo Home New,BLR119S,BLR-Vidyaranyapura,BLR130S,14.74181205,23.209374999999998
BLR-Nikoo Home New,BLR119S,BLR-Garudachar Palya,FB_CODE,20.01612585,28.785395833333332
BLR-Kogilu Road,BLR154S,BLR-Bagalur,BLR105S,4.0610766,5.433895833333333
BLR-Nikoo Home New,BLR119S,BLR-Yelahanka Network,BLR120S,14.9969295,19.493020833333333
BLR-Nagavara,BLR200S,BLR-BHADRAPPA LAYOUT NETWORK,BLR028S,6.042499050000001,9.748541666666666
BLR-Nikoo Home New,BLR119S,BLR-Jakkur New,BLR230S,7.0631862000000005,10.547958333333334
BLR-Kogilu Road,BLR154S,BLR-BROOKEFIELD,BLR086S,22.907446800000006,31.51425
BLR-Kogilu Road,BLR154S,BLR-Mathikere,BLR140S,17.095554,22.446520833333334
BLR-Narayanapura,BLR026S,BLR-Kannamangala,BLR014S,17.58325485,25.527291666666663
BLR-Kogilu Road,BLR154S,BLR-Marathahalli-3,BLR103S,27.60327045,37.467416666666665
BLR-Narayanapura,BLR026S,BLR-Shivaji nagar New,BLR275S,10.792199250000001,15.3965
BLR-Narayanapura,BLR026S,BLR-HEBBAL NEW,BLR033S,7.8488382,10.9969375
BLR-Nagavara,BLR200S,BLR-Doddathoguru,BLR306S,20.08121115,28.932958333333332
BLR-Nikoo Home New,BLR119S,BLR-Kalyan Nagar Network,BLR059S,10.936813650000001,14.473083333333335
BLR-Narayanapura,BLR026S,BLR-Brookfield Network-2,BLR129S,15.879103800000001,22.57633333333333
BLR-Narayanapura,BLR026S,BLR-Marathahalli 2,BLR023S,18.250227450000004,29.574625
BLR-Nikoo Home New,BLR119S,BLR-Kadugodi,BLR162S,23.16283305,31.58470833333333
BLR-Narayanapura,BLR026S,BLR-CV RAMAN NAGAR NEW,BLR091S,15.30971715,24.25495833333333
BLR-Nikoo Home New,BLR119S,BLR-Doddathoguru,BLR306S,24.221748599999998,33.291125
BLR-Nagavara,BLR200S,BLR-Marathahalli New,BLR055S,21.56950215,30.4441875
BLR-Narayanapura,BLR026S,BLR-INDIRANAGAR NEW,BLR044S,14.921842950000002,23.025604166666668
BLR-Nagavara,BLR200S,BLR-RWF Yelahanka,BLR187S,11.3956584,16.822895833333334
BLR-Nikoo Home New,BLR119S,BLR-Marathahalli 2,BLR023S,21.95970105,33.672270833333336
BLR-Nikoo Home New,BLR119S,BLR-BASAVANAPURA NETWORK 2,BLR104S,13.616055600000001,18.980083333333333
BLR-Nikoo Home New,BLR119S,BLR-Richmond Town Network,BLR296S,19.04470365,29.823291666666666
BLR-Nikoo Home New,BLR119S,BLR-Margosa road,BLR139S,16.91420535,24.113812499999998
BLR-Narayanapura,BLR026S,BLR-Kothnur New,BLR257S,28.084666050000003,39.01164583333333
BLR-Nikoo Home New,BLR119S,BLR-Doddanekundi,FB_CODE,20.843370450000002,31.517145833333334
BLR-Narayanapura,BLR026S,BLR-VIJAY NAGAR,BLR031S,21.765758700000003,30.13225
BLR-Kogilu Road,BLR154S,BLR-JP Nagar Network-2,BLR108S,30.677899349999997,41.614604166666666
BLR-Nagavara,BLR200S,BLR-Chickpet New,BLR175S,13.736084250000001,20.4564375
BLR-Narayanapura,BLR026S,BLR-HSR Layout New,BLR094S,23.750001450000003,33.498979166666665
BLR-Kogilu Road,BLR154S,BLR-Yelahanka new town New,BLR298S,9.88597365,13.658145833333332
BLR-Narayanapura,BLR026S,BLR-Nikoo Home New,BLR119S,3.8658711,5.804083333333333
BLR-Tippenahalli,BLR311S,BLR-Jayanagar 9th block,BLR307S,23.01562725,33.281
BLR-Narayanapura,BLR026S,BLR-Chickpet New,BLR175S,17.369031750000005,24.9310625
BLR-Nagavara,BLR200S,BLR-KALYAN NAGAR NEW,BLR034S,6.6387048,10.177687500000001
BLR-Narayanapura,BLR026S,BLR-Kalyan Nagar Network,BLR059S,6.5829109500000005,9.827604166666667
BLR-Narayanapura,BLR026S,BLR-SHIVAJI NAGAR Network,BLR107S,11.25698595,16.363333333333333
BLR-Tippenahalli,BLR311S,BLR-JP Nagar Network-2,BLR108S,26.187342300000005,34.74752083333333
BLR-Nagavara,BLR200S,BLR-Hegganahalli,BLR264S,16.5419898,26.63072916666667
BLR-Nagavara,BLR200S,BLR - Bhadrappa Layout,BLR042S,5.1344475,8.494875
BLR-Nikoo Home New,BLR119S,BLR-Malleshwaram new,BLR045S,21.368593050000005,29.1661875
BLR-Kogilu Road,BLR154S,BLR-RAMAMURTHY NAGAR NEW,BLR075S,14.1018234,18.789125
BLR-Nikoo Home New,BLR119S,BLR-Tippenahalli,BLR311S,25.52608065,35.89420833333334
BLR-Nagavara,BLR200S,BLR-TC Palaya,BLR220S,10.2273906,15.799208333333334
BLR-Nikoo Home New,BLR119S,BLR-Kothnur New,BLR257S,30.92261235,42.34085416666667
BLR-Nagavara,BLR200S,BLR-DRY-MH-SUMADHURA,MH_CODE,37.73853195,46.52597916666667
BLR-Kogilu Road,BLR154S,BLR-Nagdevanahalli,FB_CODE,32.17844595,45.06977083333333
BLR-Kogilu Road,BLR154S,BLR-Narayanapura Network,BLR122S,5.40732465,6.869854166666666
BLR-Narayanapura,BLR026S,BLR-Kasturinagar,BLR177S,10.782538200000001,16.224354166666664
BLR-Nikoo Home New,BLR119S,BLR-Banashankari New,BLR041S,25.646570250000003,35.341125
BLR-Nikoo Home New,BLR119S,BLR-Narayanapura,BLR026S,3.9005746500000003,5.853854166666666
BLR-Nikoo Home New,BLR119S,BLR-Challakere,BLR123S,9.919567350000001,14.112375
BLR-Narayanapura,BLR026S,BLR-Varthur,BLR313S,25.9248339,35.658812499999996
BLR-Narayanapura,BLR026S,BLR-HSR-3,BLR080S,24.10067835,34.4579375
BLR-Nagavara,BLR200S,BLR-Electronic City New,BLR099S,31.56984495,44.31847916666666
BLR-Nikoo Home New,BLR119S,BLR-Bagalur,BLR105S,6.8642805,9.454270833333334
BLR-Nikoo Home New,BLR119S,BLR-BTM-2,BLR043S,26.1476166,36.04627083333333
BLR-Nikoo Home New,BLR119S,BLR-Mathikere,BLR140S,16.9842015,24.510145833333333
BLR-Nikoo Home New,BLR119S,BLR-Varthur,BLR313S,29.0747667,40.0614375
BLR-Tippenahalli,BLR311S,BLR-Whitefield New,BLR262S,37.529219700000006,50.962354166666664
BLR-Nikoo Home New,BLR119S,BLR-Budigere Cross,BLR027S,14.123176200000001,21.302729166666666
BLR-Nikoo Home New,BLR119S,BLR - Bhadrappa Layout,BLR042S,12.2924634,17.702458333333333
BLR-Nagavara,BLR200S,BLR-Kadugodi,BLR162S,19.02229455,27.226541666666666
BLR-Nagavara,BLR200S,BLR-VIJAY NAGAR,BLR031S,17.41959345,23.507895833333336
BLR-Kogilu Road,BLR154S,BLR-Sanjaynagar,BLR190S,14.8646988,20.30529166666667
BLR-Nikoo Home New,BLR119S,BLR-Abbigere,BLR151S,19.868804549999997,29.725291666666664
BLR-Narayanapura,BLR026S,BLR-GUNJUR,BLR087S,27.429474450000004,36.3185
BLR-Kogilu Road,BLR154S,BLR-JP Nagar Network,BLR013S,28.1137059,36.332229166666664
BLR-Nagavara,BLR200S,BLR-INDIRANAGAR NEW,BLR044S,13.33425555,20.369041666666664
BLR-Nagavara,BLR200S,BLR-Jakkur New,BLR230S,4.01048445,6.794875
BLR-Nikoo Home New,BLR119S,BLR-SHIVAJI NAGAR Network,BLR107S,14.094931200000001,19.692541666666667
BLR-Kogilu Road,BLR154S,BLR-Belathur,BLR189S,24.2097555,34.25266666666666
BLR-Nikoo Home New,BLR119S,BLR-Kannika Nagar,BLR116S,44.5293954,59.18422916666667
BLR-Nikoo Home New,BLR119S,BLR-Marathahalli-3,BLR103S,26.12968155,36.317499999999995
BLR-Nikoo Home New,BLR119S,BLR-Kasturinagar,BLR177S,14.492011799999998,20.322
BLR-Nagavara,BLR200S,BLR-Tippenahalli,BLR311S,18.368064750000002,26.686625
BLR-Narayanapura,BLR026S,BLR-Doddanekundi,FB_CODE,17.13389685,27.4195
BLR-Narayanapura,BLR026S,BLR-Hegganahalli,BLR264S,22.3836984,33.73127083333333
BLR-Narayanapura,BLR026S,BLR-BTM-2,BLR043S,23.309671350000002,32.7170625
BLR-Nagavara,BLR200S,BLR-Budigere Cross,BLR027S,18.22831185,26.415208333333332
BLR-Narayanapura,BLR026S,BLR-JP Nagar New,BLR265S,25.006512299999997,35.826541666666664
BLR-Nagavara,BLR200S,BLR-Brookfield Network-2,BLR129S,15.811935300000002,23.162208333333332
BLR-Nikoo Home New,BLR119S,BLR-CV RAMAN NAGAR NEW,BLR091S,19.01919075,28.35260416666667
BLR-Narayanapura,BLR026S,BLR-Nagdevanahalli,FB_CODE,27.866910750000002,40.590645833333326
BLR-Kogilu Road,BLR154S,BLR-Abbigere,BLR151S,16.02201615,24.2643125
BLR-Nikoo Home New,BLR119S,BLR-Murugeshpalya,BLR315S,20.922271650000003,28.864708333333336
BLR-Nagavara,BLR200S,BLR-GUNJUR,BLR087S,26.43886875,36.36295833333334
BLR-Nagavara,BLR200S,BLR-Challakere,BLR123S,4.3558578,7.520333333333333
BLR-Nikoo Home New,BLR119S,BLR-RICHMOND TOWN,BLR077S,17.4375516,26.738354166666664
BLR-Nikoo Home New,BLR119S,BLR-Kannamangala,BLR014S,20.733187649999998,29.929916666666667
BLR-Narayanapura,BLR026S,BLR-Vidyaranyapura,BLR130S,13.42264035,21.098875
BLR-Nagavara,BLR200S,BLR-Nikoo Home New,BLR119S,7.779719849999999,11.326625
BLR-Nikoo Home New,BLR119S,BLR-JP Nagar Network-2,BLR108S,29.204310450000005,40.4646875
BLR-Nagavara,BLR200S,BLR-CV RAMAN NAGAR NEW,BLR091S,13.455481200000001,21.7605625
BLR-Nikoo Home New,BLR119S,BLR-Nagavara,BLR200S,7.8088416,11.105104166666667
BLR-Nagavara,BLR200S,BLR-Garudachar Palya,FB_CODE,15.74118735,24.265583333333332
BLR-Nagavara,BLR200S,BLR-Richmond Town Network,BLR296S,12.573809850000002,22.019458333333333
BLR-Nikoo Home New,BLR119S,BLR-DRY-MH-SUMADHURA,MH_CODE,34.29628545,44.417770833333336
BLR-Nagavara,BLR200S,BLR-Doddanekundi,FB_CODE,15.279659850000002,24.925104166666667
BLR-Nagavara,BLR200S,BLR-Seegehalli,BLR238S,15.0943296,23.3999375
BLR-Kogilu Road,BLR154S,BLR-Varthur,BLR313S,31.9715277,43.445229166666664
BLR-Nikoo Home New,BLR119S,BLR-Electronic City New,BLR099S,38.0407377,52.12231250000001
BLR-Nagavara,BLR200S,BLR-Banashankari New,BLR041S,19.17567645,27.537291666666665
BLR-Narayanapura,BLR026S,BLR-Mico layout network-2,BLR102S,24.054462599999997,33.8118125
BLR-Nikoo Home New,BLR119S,BLR-Dasarahalli,BLR131S,9.50305965,13.358916666666667
BLR-Nikoo Home New,BLR119S,BLR-Dooravani Nagar,BLR227S,13.325014500000002,19.058145833333334
BLR-Narayanapura,BLR026S,BLR-Kadugodi,BLR162S,20.01290025,27.18208333333333
BLR-Narayanapura,BLR026S,BLR-Banashankari New,BLR041S,22.80862395,32.01191666666667
BLR-Narayanapura,BLR026S,BLR-Cholayanakanalli,BLR212S,10.44379665,15.067375
BLR-Nikoo Home New,BLR119S,BLR-Aswath Nagar,BLR304S,24.4700925,34.43839583333333
BLR-Nagavara,BLR200S,BLR-Dooravani Nagar,BLR227S,7.76130495,12.466104166666668
BLR-Nikoo Home New,BLR119S,BLR-Siddapura,BLR224S,26.965008,37.079125
BLR-Narayanapura,BLR026S,BLR-Tippenahalli,BLR311S,24.20977335,33.787166666666664
BLR-HSR-3,BLR080S,BLR-Jayanagar 9th block,BLR307S,6.954686550000001,11.564833333333333
BLR-Narayanapura,BLR026S,BLR-Aswath Nagar,BLR304S,20.76061785,30.34075
BLR-Nikoo Home New,BLR119S,BLR-Jakkur Network,BLR058S,6.13616745,9.259437499999999
BLR-Nagavara,BLR200S,BLR-Varthur,BLR313S,24.9342282,35.703270833333335
BLR-HSR-3,BLR080S,BLR-Margosa road,BLR139S,17.463353249999997,24.328229166666667
BLR-Narayanapura,BLR026S,BLR-Magadi Road,BLR109S,27.4913478,37.376666666666665
BLR-HSR-3,BLR080S,BLR-Marathahalli-3,BLR103S,14.703014549999999,21.678583333333332
BLR-Nagavara,BLR200S,BLR-RICHMOND TOWN,BLR077S,10.966658850000002,18.934520833333334
BLR-Nagavara,BLR200S,BLR-Bannerghatta Network 2,BLR061S,27.28623555,38.33295833333333
BLR-Nikoo Home New,BLR119S,BLR-Cholayanakanalli,BLR212S,11.76010395,17.174416666666666
BLR-Nikoo Home New,BLR119S,BLR-Yelahanka new town New,BLR298S,13.732761000000002,19.119125
BLR-Nikoo Home New,BLR119S,BLR-BROOKEFIELD,BLR086S,20.34537855,28.910854166666667
BLR-HSR-3,BLR080S,BLR-Nehru Nagar,BLR155S,28.50099,41.73852083333333
BLR-Nikoo Home New,BLR119S,BLR-Ramamurthy Nagar Network,BLR071S,11.838348900000002,17.147375
BLR-HSR-3,BLR080S,BLR-JC Nagar,BLR127S,20.0768883,29.403354166666666
BLR-Nagavara,BLR200S,BLR-SHIVAJI NAGAR Network,BLR107S,6.69947145,10.208375
BLR-Nagavara,BLR200S,BLR-Siddapura,BLR224S,22.154788949999997,30.870541666666668
BLR-Narayanapura,BLR026S,BLR-BANNERGHATTA,BLR056S,27.72335685,38.17
BLR-Nikoo Home New,BLR119S,BLR-HSR Layout New,BLR094S,27.390544650000002,37.75325
BLR-HSR-3,BLR080S,BLR-Narayanapura Network,BLR122S,22.546641599999997,32.926500000000004
BLR-Nikoo Home New,BLR119S,BLR-Nagdevanahalli,FB_CODE,30.704856000000003,43.91985416666667
BLR-Nagavara,BLR200S,BLR-Kasturinagar,BLR177S,9.3772875,13.600458333333334
BLR-Nikoo Home New,BLR119S,BLR-Sanjaynagar,BLR190S,14.358110550000001,22.135479166666666
BLR-HSR-3,BLR080S,BLR-BROOKEFIELD,BLR086S,18.51017175,26.358729166666667
BLR-Nikoo Home New,BLR119S,BLR-Chickpet New,BLR175S,20.206978050000004,28.260270833333333
BLR-HSR-3,BLR080S,BLR-SHIVAJI NAGAR Network,BLR107S,15.09918585,23.91391666666667
BLR-Nagavara,BLR200S,BLR-Hennur New,BLR229S,3.8911551,6.798604166666666
BLR-Nagavara,BLR200S,BLR-Goraguntepalya,BLR199S,13.3923888,19.9105625
BLR-Nagavara,BLR200S,BLR-Marathahalli 2,BLR023S,16.3959915,27.08022916666667
BLR-Nagavara,BLR200S,BLR-Malleshwaram new,BLR045S,13.80512385,19.622416666666666
BLR-Nagavara,BLR200S,BLR-JC Nagar,BLR127S,14.273641199999998,20.5693125
BLR-Narayanapura,BLR026S,BLR-Mathikere,BLR140S,15.66789525,22.403104166666665
BLR-Nikoo Home New,BLR119S,BLR-VIJAY NAGAR,BLR031S,24.983061600000003,33.05166666666666
BLR-Nikoo Home New,BLR119S,BLR-GUNJUR Network,BLR017S,29.115569700000005,40.43695833333334
BLR-Nagavara,BLR200S,BLR-Nehru Nagar,BLR155S,8.507624999999999,14.038020833333334
BLR-Nagavara,BLR200S,BLR-Banjara Layout,BLR150S,6.586802250000001,11.160145833333333
BLR-Nagavara,BLR200S,BLR-RAMAMURTHY NAGAR NEW,BLR075S,9.168387900000003,14.9369375
BLR-Nagavara,BLR200S,BLR-Kalyan Nagar Network,BLR059S,4.4659208999999995,6.66925
BLR-Nikoo Home New,BLR119S,BLR-INDIRANAGAR NEW,BLR044S,18.631317600000003,27.12325
BLR-Nikoo Home New,BLR119S,BLR-Hennur New,BLR229S,6.59371125,10.978333333333335
BLR-HSR-3,BLR080S,BLR-Vidyaranyapura,BLR130S,26.332127850000003,36.540958333333336
BLR-Nagavara,BLR200S,BLR-Cholayanakanalli,BLR212S,4.19663475,7.630645833333334
BLR-Nikoo Home New,BLR119S,BLR-Whitefield New,BLR262S,25.696630050000003,35.022437499999995
BLR-Nikoo Home New,BLR119S,BLR-Devanahalli,BLR149S,29.131774349999997,34.82522916666667
BLR-Nagavara,BLR200S,BLR-Dasarahalli,BLR131S,2.3868285,4.217666666666667
BLR-HSR-3,BLR080S,BLR-Mico layout network-2,BLR102S,2.7001947,5.429833333333334
BLR-Nikoo Home New,BLR119S,BLR-RWF Yelahanka,BLR187S,10.9721997,14.985666666666667
BLR-Nagavara,BLR200S,BLR-Yelahanka new town New,BLR298S,14.1562197,20.956354166666667
BLR-Nagavara,BLR200S,BLR-Murugeshpalya,BLR315S,15.62521065,22.110500000000002
BLR-Nikoo Home New,BLR119S,BLR-GUNJUR,BLR087S,30.579407250000003,40.721125
